NAME,ADDRESS,SEQ,START,END,TYPE,READWRITE,DEFAULT,IS_REGISTER,GROUP,DESCRIPTION
PORT.RXDFETAP6HOLD,405,0,2,2,port,rw,0,y,,
PORT.RXDFETAP6OVRDEN,405,0,3,3,port,rw,0,y,,
PORT.RXDFETAP7HOLD,405,0,4,4,port,rw,0,y,,
PORT.RXDFETAP7OVRDEN,405,0,5,5,port,rw,0,y,,
PORT.RXDFETAP8HOLD,405,0,6,6,port,rw,0,y,,
PORT.RXDFETAP8OVRDEN,405,0,7,7,port,rw,0,y,,
PORT.RXDFETAP9HOLD,405,0,8,8,port,rw,0,y,,
PORT.RXDFETAP9OVRDEN,405,0,9,9,port,rw,0,y,,
PORT.RXDFEUTHOLD,405,0,10,10,port,rw,0,y,,
PORT.RXDFEUTOVRDEN,405,0,11,11,port,rw,0,y,,
PORT.RXDFEVPHOLD,405,0,12,12,port,rw,0,y,,
PORT.RXDFEVPOVRDEN,405,0,13,13,port,rw,0,y,,
PORT.RXDFEVSEN,405,0,14,14,port,rw,0,y,,
PORT.RXDFEXYDEN,405,0,15,15,port,rw,1'b1,y,,
PORT.RXDLYBYPASS,406,0,0,0,port,rw,1'b1,y,,
PORT.RXDLYEN,406,0,1,1,port,rw,0,y,,
PORT.RXDLYOVRDEN,406,0,2,2,port,rw,0,y,,
PORT.RXDLYSRESET,406,0,3,3,port,rw,0,y,,
PORT.RXGEARBOXSLIP,406,0,4,4,port,rw,0,y,,
PORT.RXLPMEN,406,0,5,5,port,rw,0,y,,
PORT.RXLPMHFHOLD,406,0,6,6,port,rw,0,y,,
PORT.RXLPMHFOVRDEN,406,0,7,7,port,rw,0,y,,
PORT.RXLPMLFHOLD,406,0,8,8,port,rw,0,y,,
PORT.RXLPMLFKLOVRDEN,406,0,9,9,port,rw,0,y,,
PORT.RXOOBRESET,406,0,10,10,port,rw,0,y,,
PORT.RXOSCALRESET,406,0,11,11,port,rw,0,y,,
PORT.RXOSHOLD,406,0,12,12,port,rw,0,y,,
PORT.RXOSINTEN,406,0,13,13,port,rw,1'b1,y,,
PORT.RXOSINTHOLD,406,0,14,14,port,rw,0,y,,
PORT.RXOSINTNTRLEN,406,0,15,15,port,rw,0,y,,
PORT.RXOSINTOVRDEN,407,0,0,0,port,rw,0,y,,
PORT.RXOSINTSTROBE,407,0,1,1,port,rw,0,y,,
PORT.RXOSINTTESTOVRDEN,407,0,2,2,port,rw,0,y,,
PORT.RXOSOVRDEN,407,0,3,3,port,rw,0,y,,
PORT.RXPCOMMAALIGNEN,407,0,4,4,port,rw,0,y,,
PORT.RXPCSRESET,407,0,5,5,port,rw,0,y,,
PORT.RXPHALIGN,407,0,6,6,port,rw,0,y,,
PORT.RXPHALIGNEN,407,0,7,7,port,rw,0,y,,
PORT.RXPHDLYPD,407,0,8,8,port,rw,0,y,,
PORT.RXPHDLYRESET,407,0,9,9,port,rw,0,y,,
PORT.RXPHOVRDEN,407,0,10,10,port,rw,0,y,,
PORT.RXPMARESET,407,0,11,11,port,rw,0,y,,
PORT.RXPOLARITY,407,0,12,12,port,rw,0,y,,
PORT.RXPRBSCNTRESET,407,0,13,13,port,rw,0,y,,
PORT.RXRATEMODE,407,0,14,14,port,rw,0,y,,
PORT.RXSLIDE,408,0,0,0,port,rw,0,y,,
PORT.RXSLIPOUTCLK,408,0,1,1,port,rw,0,y,,
PORT.RXSLIPPMA,408,0,2,2,port,rw,0,y,,
PORT.RXSYNCALLIN,408,0,3,3,port,rw,0,y,,
PORT.RXSYNCIN,408,0,4,4,port,rw,0,y,,
PORT.RXSYNCMODE,408,0,5,5,port,rw,0,y,,
PORT.RXUSERRDY,408,0,6,6,port,rw,1'b1,y,,
PORT.SETERRSTATUS,408,0,9,9,port,rw,0,y,,
PORT.TX8B10BEN,408,0,11,11,port,rw,0,y,,
PORT.TXCOMINIT,408,0,12,12,port,rw,0,y,,
PORT.TXCOMSAS,408,0,13,13,port,rw,0,y,,
PORT.TXCOMWAKE,408,0,14,14,port,rw,0,y,,
PORT.TXDEEMPH,408,0,15,15,port,rw,0,y,,
PORT.TXDETECTRX,409,0,0,0,port,rw,0,y,,
PORT.TXDIFFPD,409,0,1,1,port,rw,0,y,,
PORT.TXDLYBYPASS,409,0,2,2,port,rw,1'b1,y,,
PORT.TXDLYEN,409,0,3,3,port,rw,0,y,,
PORT.TXDLYHOLD,409,0,4,4,port,rw,0,y,,
PORT.TXDLYOVRDEN,409,0,5,5,port,rw,0,y,,
PORT.TXDLYSRESET,409,0,6,6,port,rw,0,y,,
PORT.TXDLYUPDOWN,409,0,7,7,port,rw,0,y,,
PORT.TXELECIDLE,409,0,8,8,port,rw,0,y,,
PORT.TXINHIBIT,409,0,9,9,port,rw,0,y,,
PORT.TXPCSRESET,409,0,10,10,port,rw,0,y,,
PORT.TXPDELECIDLEMODE,409,0,11,11,port,rw,0,y,,
PORT.TXPHALIGN,409,0,12,12,port,rw,0,y,,
PORT.TXPHALIGNEN,409,0,13,13,port,rw,0,y,,
PORT.TXPHDLYPD,409,0,14,14,port,rw,0,y,,
PORT.TXPHDLYRESET,409,0,15,15,port,rw,0,y,,
PORT.TXPHDLYTSTCLK,40A,0,0,0,port,rw,0,y,,
PORT.TXPHINIT,40A,0,1,1,port,rw,0,y,,
PORT.TXPHOVRDEN,40A,0,2,2,port,rw,0,y,,
PORT.TXPIPPMEN,40A,0,3,3,port,rw,0,y,,
PORT.TXPIPPMOVRDEN,40A,0,4,4,port,rw,0,y,,
PORT.TXPIPPMPD,40A,0,5,5,port,rw,0,y,,
PORT.TXPIPPMSEL,40A,0,6,6,port,rw,0,y,,
PORT.TXPISOPD,40A,0,7,7,port,rw,0,y,,
PORT.TXPMARESET,40A,0,8,8,port,rw,0,y,,
PORT.TXPOLARITY,40A,0,9,9,port,rw,0,y,,
PORT.TXPRBSFORCEERR,40A,0,11,11,port,rw,0,y,,
PORT.TXRATEMODE,40B,0,0,0,port,rw,0,y,,
PORT.TXSTARTSEQ,40B,0,1,1,port,rw,0,y,,
PORT.TXSWING,40B,0,2,2,port,rw,0,y,,
PORT.TXSYNCALLIN,40B,0,3,3,port,rw,0,y,,
PORT.TXSYNCIN,40B,0,4,4,port,rw,0,y,,
PORT.TXSYNCMODE,40B,0,5,5,port,rw,0,y,,
PORT.TXUSERRDY,40B,0,6,6,port,rw,1'b1,y,,
PORT.TXHEADER,40C,0,0,5,port,rw,0,y,,
PORT.RXADAPTSELTEST,40D,0,0,13,port,rw,0,y,,
PORT.GTRSVD,40E,0,0,15,port,rw,0,y,,
PORT.PCSRSVDIN,40F,0,0,15,port,rw,0,y,,
PORT.TSTIN,412,0,0,15,port,rw,0,y,,
PORT.TSTIN,413,1,0,3,port,rw,0,y,,
PORT.RXELECIDLEMODE,413,0,4,5,port,rw,0,y,,
PORT.RXMONITORSEL,413,0,6,7,port,rw,0,y,,
PORT.RXPD,413,0,8,9,port,rw,C_PD,y,,
PORT.TXPD,413,0,10,11,port,rw,C_PD,y,,
PORT.CPLLREFCLKSEL,413,0,12,14,port,rw,C_CPLLREFCLKSEL,y,,
PORT.LOOPBACK,414,0,2,4,port,rw,0,y,,
PORT.RXCHBONDLEVEL,414,0,5,7,port,rw,0,y,,
PORT.RXPRBSSEL,414,0,11,14,port,rw,0,y,,
PORT.RXRATE,415,0,0,2,port,rw,0,y,,
PORT.TXBUFDIFFCTRL,415,0,3,5,port,rw,4'h4,y,,
PORT.TXMARGIN,415,0,9,11,port,rw,0,y,,
PORT.TXELFORCESTART,415,0,12,12,port,rw,0,y,,
PORT.TXPRBSSEL,416,0,0,3,port,rw,0,y,,
PORT.TXRATE,416,0,4,6,port,rw,0,y,,
PORT.RXOSINTCFG,416,0,7,10,port,rw,0,y,,
PORT.RXOSINTID0,416,0,11,14,port,rw,0,y,,
PORT.RXSYSCLKSEL,417,0,0,1,port,rw,C_RXSYSCLKSEL,y,,
PORT.TXSYSCLKSEL,417,0,2,3,port,rw,C_TXSYSCLKSEL,y,,
PORT.TXDIFFCTRL,417,0,4,8,port,rw,5'hC,y,,
PORT.PCSRSVDIN2,418,0,0,4,port,rw,0,y,,
PORT.PMARSVDIN,418,0,5,9,port,rw,0,y,,
PORT.RXCHBONDI,418,0,10,14,port,rw,0,y,,
PORT.RXDFEAGCCTRL,419,0,0,1,port,rw,2'h2,y,,
PORT.TXPIPPMSTEPSIZE,419,0,7,11,port,rw,0,y,,
PORT.TXPOSTCURSOR,41A,0,6,10,port,rw,0,y,,
PORT.TXPRECURSOR,41B,0,0,4,port,rw,0,y,,
PORT.TXMAINCURSOR,41B,0,6,12,port,rw,0,y,,
PORT.TXSEQUENCE,41C,0,0,6,port,rw,0,y,,
PORT.TX8B10BBYPASS,41C,0,7,14,port,rw,4'hF,y,,
PORT.CPLLFBCLKLOST,41E,0,0,0,port,r,,y,,
PORT.CPLLLOCK,41E,0,1,1,port,r,,y,,
PORT.CPLLREFCLKLOST,41E,0,2,2,port,r,,y,,
PORT.EYESCANDATAERROR,41E,0,4,4,port,r,,y,,
PORT.GTREFCLKMONITOR,41E,0,7,7,port,r,,y,,
PORT.PHYSTATUS,41E,0,8,8,port,r,,y,,
PORT.RXBYTEISALIGNED,41E,0,9,9,port,r,,y,,
PORT.RXBYTEREALIGN,41E,0,10,10,port,r,,y,,
PORT.RXCDRLOCK,41E,0,11,11,port,r,,y,,
PORT.RXCHANBONDSEQ,41E,0,12,12,port,r,,y,,
PORT.RXCHANISALIGNED,41E,0,13,13,port,r,,y,,
PORT.RXCHANREALIGN,41E,0,14,14,port,r,,y,,
PORT.RXCOMINITDET,41E,0,15,15,port,r,,y,,
PORT.RXCOMMADET,41F,0,0,0,port,r,,y,,
PORT.RXCOMSASDET,41F,0,1,1,port,r,,y,,
PORT.RXCOMWAKEDET,41F,0,2,2,port,r,,y,,
PORT.RXDFESTADAPTDONE,41F,0,6,6,port,r,,y,,
PORT.RXDLYSRESETDONE,41F,0,7,7,port,r,,y,,
PORT.RXELECIDLE,41F,0,8,8,port,r,,y,,
PORT.RXOSINTDONE,41F,0,9,9,port,r,,y,,
PORT.RXOSINTSTARTED,41F,0,10,10,port,r,,y,,
PORT.RXOSINTSTROBEDONE,41F,0,11,11,port,r,,y,,
PORT.RXOSINTSTROBESTARTED,41F,0,12,12,port,r,,y,,
PORT.RXPHALIGNDONE,41F,0,15,15,port,r,,y,,
PORT.RXPMARESETDONE,420,0,0,0,port,r,,y,,
PORT.RXPRBSERR,420,0,1,1,port,r,,y,,
PORT.RXQPISENN,420,0,2,2,port,r,,y,,
PORT.RXQPISENP,420,0,3,3,port,r,,y,,
PORT.RXRATEDONE,420,0,4,4,port,r,,y,,
PORT.RXRESETDONE,420,0,5,5,port,r,,y,,
PORT.RXSLIDERDY,420,0,6,6,port,r,,y,,
PORT.RXSLIPDONE,420,0,7,7,port,r,,y,,
PORT.RXSLIPOUTCLKRDY,420,0,8,8,port,r,,y,,
PORT.RXSLIPPMARDY,420,0,9,9,port,r,,y,,
PORT.RXSYNCDONE,420,0,10,10,port,r,,y,,
PORT.RXSYNCOUT,420,0,11,11,port,r,,y,,
PORT.RXVALID,420,0,12,12,port,r,,y,,
PORT.TXCOMFINISH,420,0,13,13,port,r,,y,,
PORT.TXDLYSRESETDONE,420,0,14,14,port,r,,y,,
PORT.TXGEARBOXREADY,420,0,15,15,port,r,,y,,
PORT.TXPHALIGNDONE,421,0,0,0,port,r,,y,,
PORT.TXPHINITDONE,421,0,1,1,port,r,,y,,
PORT.TXPMARESETDONE,421,0,2,2,port,r,,y,,
PORT.TXQPISENN,421,0,3,3,port,r,,y,,
PORT.TXQPISENP,421,0,4,4,port,r,,y,,
PORT.TXRATEDONE,421,0,5,5,port,r,,y,,
PORT.TXRESETDONE,421,0,6,6,port,r,,y,,
PORT.TXSYNCDONE,421,0,7,7,port,r,,y,,
PORT.TXSYNCOUT,421,0,8,8,port,r,,y,,
PORT.RXHEADER,421,0,9,14,port,r,,y,,
PORT.PCSRSVDOUT,422,0,0,15,port,r,,y,,
PORT.DMONITOROUT,423,0,0,15,port,r,,y,,
PORT.RXCLKCORCNT,424,0,2,3,port,r,,y,,
PORT.RXDATAVALID,424,0,4,5,port,r,,y,,
PORT.RXHEADERVALID,424,0,6,7,port,r,,y,,
PORT.RXSTARTOFSEQ,424,0,8,9,port,r,,y,,
PORT.TXBUFSTATUS,424,0,10,11,port,r,,y,,
PORT.RXBUFSTATUS,424,0,12,14,port,r,,y,,
PORT.RXCKCALDONE,424,0,15,15,port,r,,y,,
PORT.RXSTATUS,425,0,0,2,port,r,,y,,
PORT.PINRSRVDAS,425,0,3,10,port,r,,y,,
PORT.RXCHBONDO,425,0,11,15,port,r,,y,,
PORT.RXPHMONITOR,426,0,0,4,port,r,,y,,
PORT.RXPHSLIPMONITOR,426,0,5,9,port,r,,y,,
PORT.RXMONITOROUT,427,0,0,6,port,r,,y,,
PORT.LOOPRSVD,428,0,0,15,port,rw,0,y,,
PORT.CLKRSVD0,429,0,0,0,port,rw,0,y,,
PORT.CLKRSVD1,429,0,1,1,port,rw,0,y,,
PORT.RXMCOMMAALIGNEN,429,0,2,2,port,rw,0,y,,
PORT.ELPCALDVORWREN,429,0,3,3,port,rw,0,y,,
PORT.ELPCALPAORWREN,429,0,4,4,port,rw,0,y,,
PORT.CDRSTEPDIR,429,0,5,5,port,rw,0,y,,
PORT.CDRSTEPSQ,429,0,6,6,port,rw,0,y,,
PORT.CDRSTEPSX,429,0,7,7,port,rw,0,y,,
PORT.BUFGTCE,42A,0,0,2,port,r,,y,,
PORT.BUFGTCEMASK,42A,0,3,5,port,r,,y,,
PORT.BUFGTDIV,42A,0,6,14,port,r,,y,,
PORT.BUFGTRESET,42B,0,0,2,port,r,,y,,
PORT.BUFGTRSTMASK,42B,0,3,5,port,r,,y,,
PORT.GTPOWERGOOD,42B,0,6,6,port,r,,y,,
PORT.PCIERATEGEN3,42B,0,7,7,port,r,,y,,
PORT.PCIERATEIDLE,42B,0,8,8,port,r,,y,,
PORT.PCIERATEQPLLPD,42B,0,9,10,port,r,,y,,
PORT.PCIERATEQPLLRESET,42B,0,11,12,port,r,,y,,
PORT.PCIEUSERGEN3RDY,42B,0,13,13,port,r,,y,,
PORT.PCIEUSERRATESTART,42B,0,14,14,port,r,,y,,
PORT.PMASCANOUT,42C,0,0,11,port,r,,y,,
PORT.PCIESYNCTXSYNCDONE,42C,0,12,12,port,r,,y,,
PORT.PCIEUSERPHYSTATUSRST,42C,0,13,13,port,r,,y,,
PORT.RXDATAEXTENDRSVD,42F,0,0,7,port,r,,y,,
PORT.RXPHALIGNERR,42F,0,8,8,port,r,,y,,
PORT.RXPRBSLOCKED,42F,0,9,9,port,r,,y,,
PORT.SCANOUT,430,0,0,15,port,r,,y,,
PORT.SCANOUT,431,1,0,2,port,r,,y,,
PORT.RXCKCALRESET,432,0,0,0,port,rw,0,y,,
PORT.RXDCCFORCESTART,432,0,1,1,port,rw,0,y,,
PORT.RXQPIEN,432,0,2,2,port,rw,0,y,,
PORT.TXDCCFORCESTART,432,0,3,3,port,rw,0,y,,
PORT.TXDCCRESET,432,0,4,4,port,rw,0,y,,
PORT.PCIEEQRXEQADAPTDONE,432,0,5,5,port,rw,0,y,,
PORT.PCIERSTIDLE,432,0,6,6,port,rw,0,y,,
PORT.PCIERSTTXSYNCSTART,432,0,7,7,port,rw,0,y,,
PORT.PCIEUSERRATEDONE,432,0,8,8,port,rw,0,y,,
PORT.PMASCANENB,432,0,9,9,port,rw,0,y,,
PORT.PMASCANIN,433,0,0,11,port,rw,0,y,,
PORT.PMASCANMODEB,433,0,12,12,port,rw,0,y,,
PORT.PMASCANRSTEN,433,0,13,13,port,rw,0,y,,
PORT.RXLPMGCHOLD,434,0,0,0,port,rw,0,y,,
PORT.RXLPMGCOVRDEN,434,0,1,1,port,rw,0,y,,
PORT.RXLPMOSHOLD,434,0,2,2,port,rw,0,y,,
PORT.RXLPMOSOVRDEN,434,0,3,3,port,rw,0,y,,
PORT.RXOUTCLKSEL,434,0,4,6,port,rw,3'h2,y,,
PORT.RXPLLCLKSEL,434,0,7,8,port,rw,C_RXPLLCLKSEL,y,,
PORT.RXPROGDIVRESET,434,0,9,9,port,rw,0,y,,
PORT.SCANENB,434,0,10,10,port,rw,0,y,,
PORT.SCANIN,435,0,0,15,port,rw,0,y,,
PORT.SCANIN,436,1,0,2,port,rw,0,y,,
PORT.SCANMODEB,436,0,3,3,port,rw,0,y,,
PORT.TSTPD,436,0,4,8,port,rw,0,y,,
PORT.TSTPDOVRDB,436,0,9,9,port,rw,0,y,,
PORT.TXDATAEXTENDRSVD,437,0,0,7,port,rw,0,y,,
PORT.TXPLLCLKSEL,437,0,8,9,port,rw,C_TXPLLCLKSEL,y,,
PORT.TXPROGDIVRESET,437,0,10,10,port,rw,0,y,,
PORT.TXOUTCLKSEL,437,0,11,13,port,rw,3'h2,y,,
PORT.RESETEXCEPTION,438,0,0,0,port,r,,y,,
PORT.RXPRGDIVRESETDONE,438,0,1,1,port,r,,y,,
PORT.TXPRGDIVRESETDONE,438,0,2,2,port,r,,y,,
PORT.RXCDRPHDONE,438,0,3,3,port,r,,y,,
LOGIC.MGT_RESET_ALL,440,0,0,0,logic,rw,0,y,,
LOGIC.TX_RESET_ALL,440,0,1,1,logic,rw,0,y,,
LOGIC.TX_RESET_DATAPATH,440,0,2,2,logic,rw,0,y,,
LOGIC.RX_RESET_ALL,440,0,3,3,logic,rw,0,y,,
LOGIC.RX_RESET_DATAPATH,440,0,4,4,logic,rw,0,y,,
LOGIC.MGT_ERRCNT_RESET_CTRL,440,0,5,5,logic,rw,0,y,,
LOGIC.ERR_INJECT_CTRL,440,0,6,6,logic,rw,0,y,,
LOGIC.RXPRBSERRSTICKYRST,440,0,7,7,logic,rw,0,y,,
LOGIC.RESETFSM_OVERRIDE,440,0,8,8,logic,rw,1'b1,y,,
LOGIC.RXCDRLOCKSTICKYRST,440,0,9,9,logic,rw,0,y,,
LOGIC.RXELECIDLESTICKYRST,440,0,10,10,logic,rw,0,y,,
LOGIC.TXPAT_ID,441,0,0,4,logic,rw,5'h01,y,,
LOGIC.RXPAT_ID,441,0,5,9,logic,rw,5'h01,y,,
LOGIC.FABRIC_LOOPBACK,441,0,10,10,logic,rw,0,y,,
LOGIC.LINK,442,0,0,0,logic,r,,y,,
LOGIC.RESET_TX_DONE,442,0,1,1,logic,r,,y,,
LOGIC.RESET_RX_DONE,442,0,2,2,logic,r,,y,,
LOGIC.MGT_ERRCNT_RESET_STAT,442,0,3,3,logic,r,,y,,
LOGIC.DMON_TRACE_EN,442,0,4,4,status,r,,y,,
LOGIC.STG_EN,442,0,5,5,status,r,,y,,
LOGIC.RXPRBSERRSTICKY,442,0,6,6,logic,r,,y,,
LOGIC.TEST_PRIM,442,0,7,7,status,r,,y,,
LOGIC.PD,442,0,8,9,status,r,,y,,
LOGIC.TXUSERRDY_STAT,442,0,10,10,logic,r,,y,,
LOGIC.RXUSERRDY_STAT,442,0,11,11,logic,r,,y,,
LOGIC.FABRIC_LOOPBACK_OVERFLOW,442,0,12,12,logic,r,,y,,
LOGIC.FABRIC_LOOPBACK_UNDERFLOW,442,0,13,13,logic,r,,y,,
LOGIC.RXCDRLOCKSTICKY,442,0,14,14,logic,r,,y,,
LOGIC.RXELECIDLESTICKY,442,0,15,15,logic,r,,y,,
LOGIC.RXWORD_COUNT,443,0,0,15,logic,r,,y,,
LOGIC.RXWORD_COUNT,444,1,0,15,logic,r,,y,,
LOGIC.RXWORD_COUNT,445,2,0,15,logic,r,,y,,
LOGIC.ERRBIT_COUNT,446,0,0,15,logic,r,,y,,
LOGIC.ERRBIT_COUNT,447,1,0,15,logic,r,,y,,
LOGIC.ERRBIT_COUNT,448,2,0,15,logic,r,,y,,
LOGIC.RXUSRCLK_FREQ_CNT,449,0,0,15,logic,r,,y,,
LOGIC.RXUSRCLK_FREQ_TUNE,44A,0,0,15,logic,rw,15'h4000,y,,
LOGIC.RXUSRCLK2_FREQ_CNT,44B,0,0,15,logic,r,,y,,
LOGIC.RXUSRCLK2_FREQ_TUNE,44C,0,0,15,logic,rw,15'h4000,y,,
LOGIC.TXUSRCLK_FREQ_CNT,44D,0,0,15,logic,r,,y,,
LOGIC.TXUSRCLK_FREQ_TUNE,44E,0,0,15,logic,rw,15'h4000,y,,
LOGIC.TXUSRCLK2_FREQ_CNT,44F,0,0,15,logic,r,,y,,
LOGIC.TXUSRCLK2_FREQ_TUNE,450,0,0,15,logic,rw,15'h4000,y,,
LOGIC.TIMER,451,0,0,15,logic,r,,y,,
LOGIC.TIMER,452,1,0,15,logic,r,,y,,
LOGIC.TIMER,453,2,0,15,logic,r,,y,,
LOGIC.MGT_COORDINATE,454,0,0,15,status,r,,y,,
LOGIC.MGT_NUMBER,455,0,0,15,status,r,,y,,
LOGIC.MAX_REFCLK_FREQ,456,0,0,15,status,r,,y,,
LOGIC.MAX_REFCLK_FREQ,457,1,0,15,status,r,,y,,
LOGIC.MAX_LINERATE,458,0,0,15,status,r,,y,,
LOGIC.MAX_LINERATE,459,1,0,15,status,r,,y,,
LOGIC.MAX_LINERATE,45A,2,0,15,status,r,,y,,
LOGIC.SILICON_VERSION,45B,0,0,15,status,r,,y,,
LOGIC.TXERRFWD_SEL,45C,0,0,7,logic,rw,0,y,,
LOGIC.TXERRFWD_EN,45C,0,8,8,logic,rw,0,y,,
LOGIC.RXCDRAUTORST,45C,0,9,9,logic,rw,,y,,
LOGIC.TXDATAWIDTH,45D,0,0,2,logic,rw,,y,,
LOGIC.RXDATAWIDTH,45D,0,3,5,logic,rw,,y,,
LOGIC.DEVICE_FAMILY,45E,0,0,15,status,r,,y,,
LOGIC.DEVICE_TYPE,45F,0,0,15,status,r,,y,,
LOGIC.DEVICE_PACKAGE,460,0,0,15,status,r,,y,,
LOGIC.USER_PAT_DIN,461,0,0,15,logic,rw,0,y,,
LOGIC.USER_PAT_EN,462,0,0,0,logic,rw,0,y,,
LOGIC.USER_PAT_WR_EN,462,0,1,1,logic,rw,0,y,,
LOGIC.USER_PAT_WR_START,462,0,2,2,logic,rw,0,y,,
LOGIC.DMONITOROUT_FIFO,463,0,0,14,logic,r,,y,,
LOGIC.DMON_FIFO_EMPTY,463,0,15,15,logic,r,,y,,
LOGIC.DMON_FIFO_PUSH,464,0,0,0,logic,rw,,y,,
LOGIC.DMON_FIFO_RD_EN,464,0,1,1,logic,rw,,y,,
LOGIC.DMON_CALC_RST,464,0,2,2,logic,rw,,y,,
LOGIC.DMON_TRACE_TRIGGER,464,0,3,3,logic,rw,,y,,
LOGIC.DMON_TRACE_CTRL,464,0,4,6,logic,rw,,y,,
LOGIC.DMON_TRACE_ARM,464,0,7,7,logic,rw,,y,,
LOGIC.DMON_TRACE_RD_EN,464,0,8,8,logic,rw,,y,,
LOGIC.DMON_TRACE_CNT,465,0,0,15,logic,rw,,y,,
LOGIC.DMON_TRACE_DATA,466,0,0,15,logic,r,,y,,
LOGIC.DMON_TRACE_FULL,467,0,0,0,logic,r,,y,,
LOGIC.TXOUTCLK_PERIOD_IN,468,0,0,15,logic,rw,C_TXOUTCLK_PERIOD_IN,y,,
LOGIC.CPLL_CAL_DEBUG,469,0,0,15,logic,r,,y,,
LOGIC.CPLL_CAL_FAIL,470,0,0,0,logic,r,,y,,
LOGIC.CPLL_CAL_DONE,470,0,1,1,logic,r,,y,,
LOGIC.RESETFSM_GTTXRESET,470,0,2,2,logic,r,,y,,
LOGIC.RESETFSM_GTRXRESET,470,0,3,3,logic,r,,y,,
LOGIC.RESETFSM_TXPROVDIVRESET,470,0,4,4,logic,r,,y,,
LOGIC.RESETFSM_RXPROVDIVRESET,470,0,5,5,logic,r,,y,,
LOGIC.RESETFSM_TXUSERRDY,470,0,6,6,logic,r,,y,,
LOGIC.RESETFSM_RXUSERRDY,470,0,7,7,logic,r,,y,,
LOGIC.RESETFSM_CPLLRESET,470,0,8,8,logic,r,,y,,
LOGIC.RESETFSM_QPLL0RESET,470,0,9,9,logic,r,,y,,
LOGIC.RESETFSM_QPLL1RESET,470,0,10,10,logic,r,,y,,
LOGIC.NUM_CHANNELS,471,0,0,15,logic,r,C_NUM_QUADS*4,y,,
LOGIC.OD_TEST_ID,800,0,0,15,ram,rw,,y,,
LOGIC.OD_TEST_START_ADDR,801,0,0,15,ram,rw,,y,,
LOGIC.DEF_TEST_ID,802,0,0,15,ram,rw,,y,,
LOGIC.DEF_TEST_START_ADDR,803,0,0,15,ram,rw,,y,,
LOGIC.OD_TEST_END_ADDR,804,0,0,15,ram,rw,,y,,
LOGIC.OD_REQACK,805,0,0,15,ram,rw,,y,,
LOGIC.OD_RUN,806,0,0,15,ram,rw,,y,,
LOGIC.OD_SUSPEND,807,0,0,15,ram,rw,,y,,
LOGIC.OD_TERMINATE,808,0,0,15,ram,rw,,y,,
LOGIC.OD_UPLOAD_READY,809,0,0,15,ram,rw,,y,,
LOGIC.OD_UPLOAD_READY2,80A,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_SLAVE_TYPE,80B,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_BUS_WIDTH,80C,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_COUNTS_PER_UI,80D,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_FIRST_PIXEL_ADDRESS,80F,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_LAST_PIXEL_ADDRESS,810,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_MAX_PRESCALE,811,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_HORZ_STEP,812,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_VERT_STEP,813,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_SKIP_EYE_INTERIOR,814,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_MAX_HORZ_OFFSET,815,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_MAX_VERT_OFFSET,816,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_HORZ_OFFSET_CAL,817,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_VERT_OFFSET_CAL,818,0,0,15,ram,rw,,y,,
LOGIC.DEF_TEST_END_ADDR,FB3,0,0,15,ram,rw,,y,,
LOGIC.DEF_REQACK,FB4,0,0,15,ram,rw,,y,,
LOGIC.DEF_SUSPEND,FB5,0,0,15,ram,rw,,y,,
LOGIC.DEF_CLEAR,FB6,0,0,15,ram,rw,,y,,
LOGIC.CDR_LAST,FB7,0,0,7,ram,rw,,y,,
LOGIC.CDR_AVG,FB7,0,8,15,ram,rw,,y,,
LOGIC.CDR_MAX,FB8,0,0,7,ram,rw,,y,,
LOGIC.CDR_MIN,FB8,0,8,15,ram,rw,,y,,
LOGIC.DFE_OS_LAST,FB9,0,0,7,ram,rw,,y,,
LOGIC.DFE_OS_AVG,FB9,0,8,15,ram,rw,,y,,
LOGIC.DFE_OS_MAX,FBA,0,0,7,ram,rw,,y,,
LOGIC.DFE_OS_MIN,FBA,0,8,15,ram,rw,,y,,
LOGIC.DFE_KL_LAST,FBB,0,0,7,ram,rw,,y,,
LOGIC.DFE_KL_AVG,FBB,0,8,15,ram,rw,,y,,
LOGIC.DFE_KL_MAX,FBC,0,0,7,ram,rw,,y,,
LOGIC.DFE_KL_MIN,FBC,0,8,15,ram,rw,,y,,
LOGIC.DFE_VP_LAST,FBD,0,0,7,ram,rw,,y,,
LOGIC.DFE_VP_AVG,FBD,0,8,15,ram,rw,,y,,
